sku,brand,name,size,net_weight,weight_unit,net_volume,volume_unit,gross_weight,gross_weight_unit,parent_category,child_category,description,ingredients,allergen_advice,storage_instructions,energy_kj,enery_kcal,protein,carbohydrates,of_which_sugars,fat,of_which_saturates,fibre,sodium,vitamin_A,VATable,country_of_origin,address,EAN
312439,Mai Siam,Mai Siam Thai Sriracha Chilli Sauce,,200,ml,,,0.454,kg,Ingredients and Seasonings,Seasonings,"The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand. The chilli has become an integral part of Thai cooking since it was brought to Thailand in the late 16th century. Thai Sriracha Chilli Sauce, also known as 'prik sriracha' should not be confused with Sweet Chilli Sauce; although both intensify the heat of any dish. Mai Siam Sriracha Chilli Sauce is best used as a DIPPING sauce for prawn crackers or spring rolls. This sauce can also be added whilst cooking to fried rice or fried noodles to create a spicy, garlicky flavour. No Monosodium Glutamate, Versatile, Quick and Convenient, Suitable for vegetarians and No hydrogenated fat","Sugar, Water, Vinegar, Pickled Red Chilli (13%), (Salt, Chilli), Chilli (10%), Garlic, Pickled Garlic (Garlic, Water, Salt, Preservative: Sodium Benzoate, Sodium Metabisulphiyr, Sodium Saccharin), Modified Corn Starch, Stabiliser: Xanthan Gum, Acidity Regulator: Acetic Acid, Colour: paprika",,"Store in a cool, dry place away from direct sunlight. Once opened, refrigerate and use within 1 month.",544,130,1.3g,31.0g,14.0g,0.4g,0.0g,0.0g,5.0g,,3,Produced in Thailand,"Made for Mai Siam B7 5NT, UK",5027659588333
365411,Sweet Mandarin,Sweet Mandarin Barbecue Dipping Sauce,,,,300,g,0.57,kg,Sauces and Pastes,Dipping Sauces,"No artificial colours, produced in a nut free, gluten free factory. We use natural ingredients so shake well before opening as the separation of ingredients is natural. ","Water, Tomato Ketchup (Water, Glucose - Fructose Syrup, Tomato Paste 12%, Spirit Vinegar, Sugar, Modified Maize Starch, Salt, Citric Acid, Preservative (Potassium Sorbate)), Sugar, White Vinegar (Water, Acetic Acid 4.5%), Brown Sugar, Mustard Powder, Spices, Garlic, Salt, Fresh Lemon Juice","Contains mustard, gluten free. Suitable for vegetarians and vegans.",Once opened refrigerate and consume within 4 weeks,756,178,1.2g,40.8g,40.6g,1.2g,0.2g,0.2g,2.09g,,3,Produced in the UK ,"SM Sauces Ltd. 21 Copperas Street, Manchester, M4 1HS Email: sauces@sweetmandarin.com",5060287530688
365437,Sweet Mandarin,Sweet Mandarin Sweet and Sour Dipping Sauce ,,,,300,g,0.539,kg,Sauces and Pastes,Dipping Sauces,"No artificial colours, produced in a nut free, gluten free factory. We use natural ingredients so shake well before opening as the separation of ingredients is natural. ","Water, Tomato Ketchup (Water, Glucose - Fructose Syrup, Tomato Paste 12%, Spirit Vinegar, Sugar, Modified Maize Starch, Salt, Citric Acid, Preservative (Potassium Sorbate)), Sugar, White Vinegar (Water, Acetic Acid 4.5%), Xanthan Gum, Fresh Lemon Juice, Fresh Ginger, Natural Red Colouring",,Once opened refrigerate and consume within 4 weeks,641,151,0.3g,37.3g,37.1g,0.1g,<0.1g,0.2g,0.70g,,3,Produced in the UK ,"SM Sauces Ltd. 21 Copperas Street, Manchester, M4 1HS Email: sauces@sweetmandarin.com",5060287530077
365254,Dollee,Dollee Hainanese Chicken Rice Paste,,,,240,g,0.407,kg,Sauces and Pastes,Curry Sauces and Pastes,Cooking Instructions: 1) Wash 750g (5 cups) of fragrant rice. 2) Add 3-5 tablespoons of oil and pour 1 jar of DOLLEE hainanese chicken rice paste and 4pcs of pandan (screwpine) leaves (optional). 3) Add 900ml water and mix well. Stir once when rice is boiling. 4) Cover till rice is cooked,"Garlic, Ginger Shallot, Soyabean Oil, Salt, Sesame Oil, Flavour Enhancer (Monosodium Glutamate (E621)), Modified Corn Starch (E1422), Sugar, Food Acid (Lactic E270)",Contains soya and sesame,"Store in a cool dry place, Refrigerate after opening, Stir well before use.",586,140,2.0g,14.0g,9.0g,9.0g,1.0g,4.0g,0.627g,,3,PRODUCT OF MALAYSIA,"Packed for: SYNERGIC CIRCLE SDN BHD 16, 1st Floor, Jalan 21/22, SEA Park, 46300 Petaling Jaya, Selangor Darul Ehsan, Malaysia",9555571100426
343707,Dollee,Dollee Nasi Lemak Sambal Paste,,,,200,g,0.374,kg,Sauces and Pastes,Curry Sauces and Pastes,"(A Chilli based sauce for Coconut Rice and Stir Fry). Serving Suggestions: 1. Best eaten with rice (preferably coconut rice), fried rice, fried noodles and fried vermicelli. 2. To enhance taste, stir fry sliced onions until soft before adding Nasi Lemak Sambal. Add sugar to desire taste. Mix well. 3.Excellent as a paste for frying egg plants, okras, vegetables and seafood. ","Onion, Chilli 26%, Soya Oil, Sugar, Tamarind, Garlic, Shrimp Paste 2.2% (Shrimp 70%, Salt 25%, Vegetable Oil 5%), Salt, Modified Corn Starch and Preservative (Sodium Benzoate E211)",Contains soy and crustacean product,Store in a cool dry place. Refrigerate after opening ,927,221,2.1g,27.6g,17.5g,12.3g,2.8g,4.3g,0.8g,,3,PRODUCT OF MALAYSIA,"Packed for: SYNERGIC CIRCLE SDN BHD 16, 1st Floor, Jalan 21/22, SEA Park, 46300 Petaling Jaya, Selangor Darul Ehsan, Malaysia",9555571100228
343681,Dollee,Dollee Crispy Prawn Chilli ,,,,200,g,0.239,kg,Tinned and Preserved,Meat and Seafood,"Serving Suggestions. 1) Best served with fried rice, noodles, rice vermicelli and pasta. 2) Recommend as a topping for tofu and other cooked dishes. 3) Ideal to be added into fried rice, noodles, rice vermicelli and pasta during cooking ","Soya Oil, Chillies (17.5%), Dried Shrimps (7.5%), Shallot, Garlic, Sugar, Salt and Flavour Enhancer (Monosodium Glutamate E621)",Contains Soy and Crustacean Product,Store in a cool dry place. Refrigerate after opening ,2900,689,11.4g,18.5g,2.3g,64.4g,28.9g,5.7g,0.5g,,3,PRODUCT OF MALAYSIA,"Packed for: SYNERGIC CIRCLE SDN BHD 16, 1st Floor, Jalan 21/22, SEA Park, 46300 Petaling Jaya, Selangor Darul Ehsan, Malaysia",9555571100242
348987,Chef's Choice,Chef's Choice Sriracha Sauce Mild,,450,ml,,,0.56,kg,Sauces and Pastes,Dipping Sauces,"Chef's Choice Thai Chilli Sauce is made from the finest selection of quality Thai ingredients. Use this sauce as a dip, or to add it to your favourite dish for a spicy Thai taste. Directions: Chef's Choice Thai Chilli Sauce may be used as an all purpose sauce for dipping, marinating, as a dressing for salads, or as a stir fry sauce with any of your favourite dishes.","Water 31%, Sugar 25%, Red Chilli 16%, Vinegar 13% (water, glutinous rice, potato, sugar, yeast), garlic 5%, pickled garlic water 5% (garlic, water, preservatives E223, sweeteners E954, acidity regulator E260), Pickled garlic 4%, (garlic, preservatives E223, sweeteners E954, acidity regulator E260), corn starch 1%, antioxidant (sodium erythorbate), stabiliser (xanthan gym), colour (paprika extract), MSG FREE, no artifical preservatives added",,Refrigerate after opening,440,106,0.8g,24.0g,14.0g,0.50g,0.0g,0.0g,2.10g,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",093856991073
348979,Chef's Choice,Chef's Choice Sriracha Sauce Hot ,,450,ml,,,0.583,kg,Sauces and Pastes,Dipping Sauces,"Chef's Choice Thai Chilli Sauce is made from the finest selection of quality Thai ingredients. Use this sauce as a dip, or to add it to your favourite dish for a spicy Thai taste. Directions: Chef's Choice Thai Chilli Sauce may be used as an all purpose sauce for dipping, marinating, as a dressing for salads, or as a stir fry sauce with any of your favourite dishes. ","Sugar 25%, Water 24%, Pickled Red Chilli 13%, Fresh Chilli 10%, Garlic 5%, Pickled Garlic Water 5% (garlic, water, preservatives E223, sweeteners E954, acidity regulator E260), Pickled Garlic 4% (garlic, preservatives E223, sweeteners E954, acidity regulator E260), Corn starch 1%, Stabiliser ( Xanthan Gum ), Colour (Paprika extract), MSG FREE, No artifical preservatives added",,Refrigerate after opening,544,130,1.3g,31.0g,14.0g,0.40g,0.0g,0.0g,2.0g,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",093856991066
351783,Yeo's,Yeo's Hot Chilli Sauce ,,300,ml,345,g,0.579,kg,Sauces and Pastes,Stir-fry Sauces,"Yeo's Hot Chilli Sauce - Perfect for those who enjoy mouth-burning dishes. The fiery hot chillies churn up a sizzling repertoire of marinades, stews, pasta and stir-fry dishes. Serve well with barbecues, roasts, spring rolls and fish and chips.","Water, Chilli (25%), sugar, garlic, modified corn starch, salt, acetic acid",,Shake well before use. Refrigerate after opening.,561,133,0.60g,30.0g,27.5g,0.70g,27.5g,,4.0g,,3,PRODUCT OF MALAYSIA,"Imported by: Chadha Oriental Foods Ltd. Grace House, Bessemer Road, Welwyn Garden City, AL7 1HW, G.B",9556156046689
351809,Yeo's,Yeo's Garlic Chilli Sauce,,300,ml,330,g,0.566,kg,Sauces and Pastes,Stir-fry Sauces,"Yeo's Chilli Sauce with Garlic - Perfect for garlic fanatics who enjoy the moderate heat in dishes. The fragrance of garlic and robust chilli taste bring life to ordinary marinades, casseroles and stir-fry dishes. Versatile as a cooking or dipping sauce.","Water, Chilli (21%), garlic (21%), sugar, salt, acetic acid, stabiliser: E415, modified corn starch, flavouring",,Shake well before use. Refrigerate after opening.,342,81,1.0g,16.8g,15.2g,0.6g,0.1g,,3.5g,,3,PRODUCT OF MALAYSIA,"Imported by: Chadha Oriental Foods Ltd. Grace House, Bessemer Road, Welwyn Garden City, AL7 1HW, G.B",9556156046726
351791,Yeo's,Yeo's Sweet Chilli Sauce ,,300,ml,365,g,0.602,kg,Sauces and Pastes,Stir-fry Sauces,"Yeo's Sweet Chilli Sauce - perfect for those who enjoy sweet, mildly spicy dishes. The piquant flavour whips up an appetising array of marinades, stews, pasta and stir-fry dishes. A delight with barbecues, roasts and deep fried dishes. ","Sugar, Chilli (30%), water, tamarind extract, acetic acid, salt, modified corn starch, flavouring",,Shake well before use. Refrigerate after opening.,783,185,0.60g,42.8g,41.5g,0.70g,0.10g,,4.0g,,3,PRODUCT OF MALAYSIA,"Imported by: Chadha Oriental Foods Ltd. Grace House, Bessemer Road, Welwyn Garden City, AL7 1HW, G.B",9556156046702
247544,ABC,ABC Chilli Sauce Sambal Asli,,340,ml,,,0.663,kg,Sauces and Pastes,Dipping Sauces,,"Chilli, water, sugar, salt, garlic, tapioca starch, acidity regulator E260, vitamin C, acidity regulator E330",,Refrigerate after opening,,,,,,,,,,,3,Product of Indonesia,"Imported and distributed in the UK and Republic of Ireland by: ASCO Foods Limited. Units 7 & 8 Amersham Commercial Park, Raans Road, Amersham. Bucks. HP6 6JY, UK",711844120013
339614,Chef's Choice,Chef's Choice Sweet Chilli Sauce,,280,ml,,,0.602,kg,Sauces and Pastes,Stir-fry Sauces,"Sauce for dipping: Chicken, Fish, Prawn, Crab, Cuttlefish, Cockle, Shell, etc","Sucrose (45%), Vinegar (17%), (Water, Glutinous Rice, Potato, Sugar and Yeast), Water (11%), Pickled Red Chilli (10%), Garlic (5%), Modified Starch (Corn Starch) (1.70%), Salt (0.53%), Spice: Paprika (0.02%), Thickener: Guar Gum, Xanthan Gum",,Refrigerate after opening,1004,243.68,0.0g,60.0g,46.0g,0.0g,0.0g,1.0g,0.90g,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",093856990489
371062,Mae Pranom,Mae Pranom Sweet Chilli Sauce,,200,ml,260,g,0.494,kg,Sauces and Pastes,Dipping Sauces,"DIRECTIONS: This dip is perfect for any grilled, roasted or fried all types of meat, seafood, vegetables, spring rolls, and BBQ. ","Sugar 40%, Red Chilli 20%, Garlic 20%, Vinegar 15%, Salt 5%",,"Store in a cool dry place. Once opened, secure the lid tightly, keep refrigerated and consume within 6 months. ",929,222,trace,55.6g,44.4g,trace,trace,2.8g,1.1g,,3,PRODUCT OF THAILAND,"IMPORTED AND DISTRIBUTED BY: WESTMILL FOODS, 26 CROWN ROAD, ENFIELD, EN1 1DZ, UK",8850487037141
135442,Flying Goose,Flying Goose Sweet Chilli Sauce for chicken,,725,ml,,,1.332,kg,Sauces and Pastes,Dipping Sauces,,"Sugar, chilli 22%, water, garlic, distilled vinegar, salt, tapioca starch, acid E330, E260,Stabiliser E415",,Refrigerate after opening for max 4 weeks ,931,219,1.4g,52.7g,0.0g,0.0g,0.0g,,3.60g,,3,PRODUCT OF THAILAND,"Imported by: JK Foods (UK) Bull Close Road, Lenton Industrial Estate, Nttingham BG7 2UT TEL: 0115 985 1300",087666052062
089540,Way On,Way On Chilli Oil with Shrimp,,,,110,g,0.25,kg,Ingredients and Seasonings,Chilli Products ,Best served as a dipping sauce on hot or cold dishes,"Rapeseed Oil 80%, Chillies 8%, Dried Shrimps 4%, Shallots, Salt, Garlic, Sesame Oil, Flavour Enhancer E621","Contains crustaceans, sesame",Store in a cool dry place. Do not exceed Best before End date,3250,788,3.3g,3.7g,0.5g,84.5g,13.0g,,1.2g,,3,Produced in the UK ,"Way-On Foods Ltd 7 Waxlow Road, Park Royal, London NW10 7NU Tel: 0845 076 9818 Fax: 0845 076 9819 Website: www.wayon.co.uk Email: admin@wayon.co.uk",5025190110617
309476,Golden Swan,Golden Swan Chiu Chow Chilli Oil,,,,110,g,0.254,kg,Oils and Vinegars,Oils,Golden Swan Chiu Chow Chilli Oil is ideal for dipping and stir frying. It can also be used to enhance the flavour of noodles and pasta.,"Vegetable oil (rapeseed oil 67%, long red chilli 11%, garlic flakes, fried shallot, dried shri,ps, shrimp paste (shrimps 65%, salt, sugar), birds eye chilli 2%, salt, sesame oil, sugar",Contains shrimp and sesame oil,"Store in a cool dry place, refrigerate after opening and use within 4 weeks ",,,,,,,,,,,3,Produced in the UK ,"S.O.P International Limited, Orland House Mead Lane, Hertford SG13 7AT, UK",5019124494003
040873,Koon Yick Wah Kee,Koon Yik Wah Kee Soy Chilli Sauce,,,,114,g,0.21,kg,Ingredients and Seasonings,Chilli Products ,Instruction: Use a small amount for serve with vermicelli or noodle as suggested,"Soy Sauce ( Soybean, Water, Salt, Wheat Flour) 30%, Fermented Black Bean 20%, Red Chilli 17%, Chilli Powder 14%, Soybean Oil 10%, Garlic 5%, White Sugar 3%, Flavour Enhancer E621 1%","Made in factory that uses soybeans, wheat, egg, fishery and nut ingredients",Store in a cool and dry place. Keep refrigerated after opening,1109,265,6.0g,20.0g,3.0g,18.0g,10.0g,,3.40g,,3,PRODUCT OF HONG KONG,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",4891049888157
128108,Way On,Way On Chilli Oil with Shrimp,,,,950,g,1.433,kg,Ingredients and Seasonings,Chilli Products ,Best served as a dipping sauce on hot or cold dishes,"Vegetable Oil 70%, Chillies 7%, Dried Shrimps 3%, Shallots, Salt, Garlic, Sesame Oil, Flavour Enhancer E621",Contains shellfish and sesame,Store in a cool dry place. Do not exceed Best before End date,3250,788,3.3g,3.7g,0.5g,84.5g,13.0g,1.9g,1.20g,,3,PRODUCT OF HONG KONG,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",5025190119672
329425,Jimmy's,Jimmy's Sate Sauce,,,,360,g,0.589,kg,Sauces and Pastes,Stir-fry Sauces,"Jimmy's Sate Sauce is prepared from the best selected chilli and various oriental spices. It has a wonderful aroma and is the product of an authentic Malaysian recipe. Sate sauce can be used as a dipping sauce and also in marinades and stir-fries to flavour various foodstuffs such as meat, vegetables, seafood and noodles. While used in cooking, Jimmy's Sate Sauce should only be added near the end, when the food is almost ready. Do not overheat this sate sauce in oil.","Vegetable oil, peanuts 19%, soy sauce (water, caramel, soybeans, salt, wheat flour, sugar), sugar, spring onion, garlic, shrimp, curry powder (contains suphur dioxide), chilli powder, preservative: sodium benzoate",This product contains nuts,"Keep in a cool and dry place. Once opened, refrigerate ",,,,,,,,,,,3,PRODUCT OF HONG KONG,"Imported by: WEST MILL FOODS 26 Crowne Road, Enfield, Middlesex EN1 1DZ",5015821145466
361584,Chef's Choice,Chef's Choice Thai Chilli Paste,,,,454,g,0.693,kg,Sauces and Pastes,Ingredient Sauces,"Chef's Choice Thai Chilli Paste is made from the finest selection of quality Thai ingredients. Use this paste to create an authentic tasty Thai dish in minutes. DIRECTIONS: Chef's Choice Thai Chilli Paste is made from roasted red chillies. This paste may be used in soups such as tom yum soup, as a stir fry with vegetables and meat of choice, for fried rice or noodles or even as a sandwich spread. ","Red Chilli 40%, Sugar 18%, Soy Bean Oil 15.8%, Water 13%, Tamarind Juice 8%, Salt 4%, Soy Sauce 1% ( Soy Sauce, Water, Sugar, Salt, Flavour Enhancer, Monosodium Glutamate) Citric Acid 0.2%, Preservative FREE",,Refrigerate after opening,592,141,1.0g,10.0g,8.0g,2.0g,0.0g,2.0g,0.4g,,3,PRODUCT OF THAILAND,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",093856991356
172742,Amoy,Amoy Toban Jhan Chilli Bean Paste,,350,ml,400,g,0.641,kg,Sauces and Pastes,Ingredient Sauces,"SICHUAN PRAWNS (Serves 4): Mix 275g/10oz Raw peeled prawns with 1/2 egg white and 1 tbsp cornflour paste. Stir-fry in 3 tbsp warm oil for 1 minute remove and drain. In the same oil, stir fry 50g/2oz each of mange-tout, water chesnuts, baby corn cobs and straw mushrooms with 1/2 tsp salt and sugar, add the prawns with 1/2 tsp chopped garlic, ginger, spring onions and 3 tbsp Amoy Toban Chilli Bean Paste with 1 tbsp dry sherry. Blend well and stir-fry for 2 minutes and serve. Ensure fully cooked before serving.","Chilli (44%), Salt, Water, Soy Sauce (Water, Soybean, Salt, Wheat Flour), Fermented Salted Soyabean 6% (Soyabean, Wheat Flour, Salt, Water), Flavour Enhancer: E621, Sugar, Flavouring",,"Once opened, keep refrigerated and use within one month",,,,,,,,,,,3,PRODUCT OF HONG KONG,"AMOY Marketing, Birmingham, B6 5AB, England",4892773001133
003723,Maggi,Maggi Chilli Sauce ,,,,340,g,0.563,kg,Sauces and Pastes,Stir-fry Sauces,"Maggi Chilli Sauce is made in Malaysia where Nestle even supervises the growing of the fresh chillies. Maggi Chilli Sauce is a well balanced blend of chillies, tomatoes, vinegar and spices - pleasantly hot and slightly sweet. It is used as a dip, table sauce and in cooking.","Sugar, Chillies 18%, Vinegar, Tomato Paste, Salt, Modified Starch, Garlic, Ginger",,,,,,,,,,,,,3,PRODUCT OF MALAYSIA,"PO Box 207, York, YO91M1XY, UK",7616100055388
010694,Colman,Colman's OK Fruit Sauce ,,,,335,g,0.548,kg,Sauces and Pastes,Ingredient Sauces,,"Tomato Puree, Date Puree, Spirit Vinegar, Water, Sugar, Apple Puree, Modified Maize Starch, Salt, Spice Extracts, Raisin Paste, Orange Comminute (contains sulphite), Lemon Comminute (contains sulphite), Barley Malt Extract (contains gluten), Onion Powder, Garlic Powder, Fruit content: 39%",,,483,112,0.6g,25.3g,21.4g,0.30g,0.10g,2.0g,1.2g,,3,Produced in Great Britain,"Colman's of Norwich for Unilever UK, Freepost ADM3940, London SW1A 1YR and Unilever, 20 Riverwalk, Citywest, Dublin 24",50241217
037895,Lea Perrin,Lea Periin Worcester Sauce Bottle,,290,ml,,,0.598,kg,Sauces and Pastes,Ingredient Sauces,"Since 1837, we have been making our famous sauce with an expert blend of ingredients that take a full 18 months to mature to give us that unique full flavour. Just a dash makes all the difference. Reach for the Lea and Perrins next time you're cooking and just...*DASH some into your spaghetti bolognese * SHAKE it into your stews or casseroles * SPLASH some into your stir-fry","Malt vinegar (from Barley), Spirit Vinegar, Molasses, Sugar, Salt, Anchovies (Fish), Taramind Extract, Onions, Garlic, Spice, Flavourings. ","Contains gluten, Barley and fish","Please shake well before use, some sedimentation of ingredients may occur",481,113,1.1g,26.7g,19.6g,0.2g,trace,0.1g,3.60g,,3,Made in Worcester,"Lea and Perrins Limited, 3 Midland Road, Worcestere, WR5 1DT ",5000111041843
328724,Lee Kum Kee,Lee Kum Kee Chiu Chow Chilli Oil,,,,335,g,0.542,kg,Ingredients and Seasonings,Chilli Products ,"This savoury chilli oil is prepared using a classic Chiu Chow recipe, providing a unique taste, hotness and roma to stir-fries, dim sum, noodles and even salad dressings. Careful - this is addictive and hot!","Soybean Oil, Dehydrated Garlic, Dried Chilli Peppers 5%, Salted Chilli Peppers 5%, Soy Sauce (Water, Salt, Soybeans, Wheat Flour), Sesame Oil, Salt, Sugar, Capsicum Oleoresin, Flavour Enhancers (E631, E627)",,"Stir well before use and store in a cool, dry place",2782,676,3.3g,5.0g,2.1g,70.0g,12.0g,,6.9g,,3,Product of China,"Distributed by Lee Kum Kee (Europe) Ltd. 88 Beaufort Court, Admirals Way, London, E14 9XL, United Kingdom",078895743067
097204,Yeo's,Yeo's Satay Sauce ,,250,ml,270,g,0.495,kg,Sauces and Pastes,Ingredient Sauces,"SATAY BARBECUE STICKS RECIPE (1 hr prep, 15 min cook, 4 servings) Ingredients: *7tbsp YEO's satay sauce (dip) *400g beef fillet, cubed *1/2 cucumber, cubed *1 onion, cubed FOR MARINADE: *3tbsp YEO's satay sauce *2tbsp YEO's light soy sace *1tbsp YEO's pure sesame oil *2tsp YEO's Malaysian Curry Powder *3tbsp white sugar *1 tsp lemon juice *1 small onion and garlic clove, chopped. Mix marinade in bowl and marinade beef for 1 hour. Skewer the beef cubes and grill satay until cooked. Warm YEO's Satay Sauce and serve as a dip. Garnish with cucumber and onions as desired.","Coconut extract, onion, peanut (13%), water, sugar, vegetable oil, tamarind extract, spices, chilli powder, salt, modified corn starch",Contains peanuts,Stir well before use. Refrigerate after opening.,911,219,5.0g,15.0g,11.2g,14.8g,6.8g,,1.7g,,3,PRODUCT OF MALAYSIA,"Imported by: Chadha Oriental Foods Ltd. Grace House, Bessemer Road, Welwyn Garden City, AL7 1HW, G.B",077521273312
017723,Amoy,Amoy Lemon Sauce ,,,,385,g,0.63,kg,Sauces and Pastes,Stir-fry Sauces,"LEMON CHICKEN (serves 4): Cut 450g chicken breast fillet into small pieces, marinate with salt, petter and 1 tbsp dry sherry for 25 minutes. Coat the chicken pieces with 1 beaten egg and 2tbsp flour. Deep-fry in moderate hot oil for 2-3 minutes or until golden. Remove and drain. Warm 200ml Amoy Lemon Sauce and pour on top of the chicken. Serve hot with fresh lemon slices as garnish. Ensure fully cooked before serving","Water, Sugar, Modified Cornflour, Citric Acid, Salt, Flavouring (Lemon Ginger), Acetic Acid, Acidity Regulator (Trisodium Citrate), Stabiliser (Xanthan Gum), Colour (Lutein)",,"Once opened, refrigerate and use within 1 month",645,154,0.1g,38.5g,31.2g,trace,trace,trace,1.8g,,3,Made in Hong Kong,"Distributed by West Mill Foods, 26 Crown Road, Enfield, Middlesex, UK, EN11 1DZ",4892773000761
391359,Teans,Teans Crispy Prawn Chilli Jar,,,,320,g,0.543,kg,Ingredients and Seasonings,Chilli Products ,"Add to fried rice or noodles, lady's fingers (okra) or use as a topping for steamed tofu (bean curd).","Soy oil, Chilli (15%), Shrimp (12%), (crustacean), Shallot, Garlic, Sugar, Flavour Enhancer E621, Salt",Contains soy and crustacean,Store in a cool and dry place,2701,643,11.5g,23.2g,10.2g,58.8g,27.5g,,1.23g,,3,PRODUCT OF MALAYSIA,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",9555144300017
400853,Amoy,Amoy Black Bean and Garlic Sauce,,,,370,g,0.631,kg,Sauces and Pastes,Ingredient Sauces,"SPARE RIBS IN BLACK BEAN GARLIC SAUCE. Ingredient: Spare ribs 300g, minced garlic 1tsp, 1 diced spring onion Marinade: Amoy Black Bean and Garlic Sauce 1 & 2/3 tbsp, sugar 3/4 tsp, corn starch 1 and 1/2 tbsp, oil 1tsp Method: 1. Prepare sprare ribs for cooking and dry 2. Mix spare ribs with garlic and marinade. Steam spare ribs for 12 minutes over high heat. Sprinkle diced spring onion over the spare ribs. Ensure fully cooked before serving","Soy Sauce (Water, Soyabean, Salt, Wheat Flour), Garlic (21%), Fermented Salted Black Bean (19%) (Black Bean (Soyabean), Water, Salt), Sugar, Water, Rapeseed Oil, Salt, Rice Wine (Water, Rice), Modified Maize Starch, Yeast Extract, Colour: E150c",,Close the lid tightly and keep refrigerated after use,,,,,,,,,,,3,PRODUCT OF HONG KONG,"Distributed by: Westmill Foods 26 Crown Road, Enfield, UK, EN1 1DZ",078024009408
270421,Teans,Teans Crispy Prawn Chilli ,,,,180,g,0.33,kg,Ingredients and Seasonings,Chilli Products ,"Serving suggestions: Fried Rice, Grilled Prawn, Steamed Tofu and Fried Vegetables ","Soy oil, Chilli (15%), Shrimp (12%), (crustacean), Shallot, Garlic, Sugar, Flavour Enhancer E621, Salt",Contains soy and crustacean,Store in a cool and dry place,2701,643,11.5g,23.2g,10.2g,58.8g,27.5g,,1.23g,,3,PRODUCT OF MALAYSIA,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",9555144300055
270439,Teans,Teans Chicken Curry Paste Jar,,,,200,g,0.352,kg,Sauces and Pastes,Curry Sauces and Pastes,"Cooking instructions: 1. Mix 1 bottle paste with 1.5kg chicken and 2 medium potatoes (cubed) and dri over medium heat for 5 minutes. 2. Add 500ml water to simmer for 15 minutes or until meat is tender. Stir occasionally. 3. Add coconut milk, stir well and bring to a quick boil.","Onion, Soy Oil, Garlic, Chilli (7%), Sugar, Salt, Curry Powder, Lemongrass, Flavour Enhancer E621, Galangal, Turmeric, Ginger, Curry Leaf, Thickener E1442, Turmeric Leaf",Contains soy,"Store in a cool, dry place. Refrigerate after opening.",1222,291,5.9g,21.1g,17.7g,21.8g,8.3g,3.4g,2.3g,,3,PRODUCT OF MALAYSIA,"Imported by: W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham B7 5NT UK Email: enquiry@wingyip.com",9555144300116
342477,TTX,TTX Chopped Crisp Green Chilli,,,,210,g,0.355,kg,Ingredients and Seasonings,Seasonings,Add to your food as seasoning,"Green chilli 70%, Water, salt, garlic, wine, flavour enhancer (E621, E627, E631), Preservative (E202, E223) Sweetener E952, Acidity Regulator E330, Contains Sodium Metabisulphite",,Store in a cool dry place. Keep away from direct sunlight. Refrigerate after opening.,,,,,,,,,,,3,Product of China,"Interlink Direct Ltd 402 Roding Lane South, Woodford Gren, Essex IG8 8EY",6930832000159
361287,AGV,AGV Spicy Chilli Sauce,,,,165,g,0.364,kg,Sauces and Pastes,Ingredient Sauces,Ready to eat,"Red Chilli Oil (soybean oil, chilli) (72%), shallot, soy sauce (water, soybean, wheat, salt), Sichuan pepper, sugar, salt, natural spices, vitamin E","Contains soy, gluten",Store in a cool dry place. Refrigerate after opening ,2724.5,651.8,5.6g,24.6g,4.4g,59.0g,12.4g,8.9g,1.7g,,3,Product of Taiwan,"Taipec Ltd. Unit 1, Kangley Business Centre, Kangley Bridge Road, London, SE26 5AQ",4710626164913
340000,AGV ,AGV Sweet Chilli Sauce ,,,,165,g,0.333,kg,Ingredients and Seasonings,Chilli Products ,,"Tomato, long peppter (40%), sugar, salt, mushroom extract, antioxidant E330",,Keep in a cool dry place,535.4,128.1,1.2g,30.6g,30.0g,0.1g,0.0g,0.0g,1.9g,,3,Product of Taiwan,"Imported by: Taipec Ltd. Unit 1, Kangley Business Centre, Kangley Bridge Road, London, SE26 5AQ",4710626210917
