sku,name,description,short_description
256305,Vegetarian Yam Cookies 300g,Suitable for vegetarians,
050229,Don Din Oolong Tea 100g,,
256198,Sweet Potato Starch 454g,"Sweet potato flour is a great thickener for soups and puddings. It can seal the flavour in fried chicken, pork, fish and adds to the great taste too",
011437,Double Swallow Copper Skimmer For Hot Pot,"15 cm handle length, 6cm wide",
005215,Stainless Steel Duck Tweezer ,,
200543,4-6 Dried Char Far Mushrooms 1kg,,
379958,Dragonfly Whole Lychees in Syrup 565g,,
010678,Driver's Malt Vinegar 5L,A blend of the finest malt vinegar with added spirit vinegar and acetic acid minimum 4% acidity.,
391177,Driver's Spirit Vinegar 5L,A clear white vinegar minimum 5% acidity.,
160929,Bicarbonate of Soda B.P. Quality 3kg,Bicarbonate of Soda,
359562,Dynasty Chardonnay 750ml,"This wine is made from world-noted grape variety ""Chardonnay"" grown in the Tianjin region by applying the most advanced wine-making technology. As a typical Chardonnay, this dry white wine displays notes of peach, pear, citrus fruits and almond. Served at the right temperature, it is perfect with all kind of seafood specialities.",
369355,Ammonia Powder 100g,Used as a pluping agent in baking.,
362947,Anris Camtpmoes Soslance 85g,Soup Mix,
360396,Assorted Spices 227g,Mixed spices for use in stews,
031112,Bean Curd Sticks 226g,Used in the making of Soups,
364000,Chinese Herbal Tea 85g,,
102194,Cinnamon Powder 400g,"For culinary uses, good with almonds, apples, apricots, bananas, chocolate, coffee, lamb, pears poultry and rice.",
088757,Cookie  Rolls 454g,,
362699,Dehydrated Cole 120g,Used in the making of soups,
360388,Dried Apricot Kernel - sweet 100g,Wash then boil with lean pork.  Season to taste.,
031104,Dried Bean Curd Flat Sheet 226g,Used in the making of Sweet Soups,
062737,Dried Black Beans 400g,Dried Black Beans wash & soak before cooking,
360511,Dried Black Dates 200g,,
360503,Dried Black Melon Seed 200g,This package contains a desiccant bag. Keep it out of the reach of children,
360461,Dried Black Moss (Chinese Cyanobacterium) 28.3g,"Wash and soak black moss in water until soft.  Stir-fry with ginger, green onions, dried oysters and chinese mushrooms.  Cook until tender and service with Chinese lettues.",
363978,Dried Chinese Yam (Dried Rhizoma Dioscorae) 200g,,
360487,Dried Chrysanthemum Tea 100g,,
378091,Dried Figs 150g,,
368837,Dried Fructus Lycii Chiensis 200g,,
364042,Dried Fruit Fructus Tsaoko 100g,Can be used in a marinade and is usually used with assorted spices.,
368795,Dried Hawthorn Slice 200g,,
363994,Dried Kelp 100g,,
368779,Dried Kelp Shredded 85g,,
366088,Dried Lily Bulb 100g,,
360404,Dried Lily Flower 100g,,
373522,Dried Liquorice Powder 100g,Can be used to season and marinade meat.,
377127,Dried Liquorice Slice 100g,,
366054,Dried Lo Han Kuo  33g,Boil with Water and Apricot Kernels and orange peel an serve as a soup.,
364026,Dried Lotus Seeds - Halves 100g,,
362939,Dried Mandarin Orange Peel 100g,,
362723,Dried Pearl Barley 200g,,
266072,Dried Persimmon 400g,,
368829,Dried Poria 100g,,
368803,Dried Processed Barley 80g,,
369462,Dried Prunella Tea 85g,Boil with water and serve with rock sugar.,
372052,Dried Radix Astragali 100g,,
398636,Dried Red Yeast 454g,,
016220,Dried Sago 400g,,
149070,Dried Seaweed (Algue Seche Filament) 56.6g,,
360479,Dried Seedless Gai Sum Red Dates 200g,Can be served as a drink when mixed with hot water.,
360495,Dried Small Red Beans 200g,,
371708,Dried Yeast Ball 200g,Can be used to make Rice Wine,
366047,Dried Zedoary Slice (Curcuma Zedoaria) 100g,Can be used to marinade meat,
283598,E&B Chinkiang Vinegar 554.3ml,,
370304,Fennel Powder 100g,Can be used to season and marinade meat.,
041541,Five Spice Powder 400g,Can be used to season and marinade meat.,
367375,Gypsum Powder 100g,An ingredient for making Tofu,
210419,Phoenix Rolls 454g,,
104901,Preserved Dates (Extra Large) 400g,Preserved Dates,
366013,Preserved Mustard Greens (Mui Choi Sum) 200g,"Serve with Meat, Fish or Soy",
365759,Preserved Radish Strips 200g,,
369439,Radix  Rehmanniae 100g,,
368787,Radix  Rehmanniae Praeparata 100g,,
058222,Radix Adenophrae 100g,,
366070,Radix Codonopsis Pilosulae 100g,,
370296,Salted Turnip 200g,"Boil, serve with meat fish or soy",
362715,Soup Mix with Rhizoma Imperatae & Sugar Cane 200g,,
032276,Star Aniseed Powder 400g,Used to season and marinade meat.,
370676,Chashu Mushrooms 200g,,
375279,Dried Assorted Vegetables 200g,Dried Assorted Vegetables,
372516,Dried Chilli 1kg,,
390146,Dried Foxnut 250g,Wash before cooking.,
401133,Dried Polygonatum 150g,,
361006,Dried White Fungus 120g,,
391417,Mixed Spices 200g,This spice is highly recommended and selected for food enhancement.,
349480,Oolong Tea 2kg,Chinese Tea (Oolong). Instructions: Put tea leaves in a teapot and add desired amount of boiling water. Brew for couple of minutes and ready to serve,
349464,Pu-Er Tea 2kg,,
367532,Star Aniseed Powder 250g,,
350561,"7"" Meat Plate","7.0"" (17.7cm) width/diameter, 0.6"" (1.4cm) height",
231472,Barbecue Sauce Hot (Ogon No Aji Hot) 210g,,
197657,Ebara Yakitori No Tare (Seasoning for Grilled Chicken) 240g,,
226159,Seasoning Sauce (Ogon No Aji Med Hot) 210g,,
227371,Seasoning Sauce (Ohgon No Aji Mild) 210g,,
364299,Yakitori No Tare (Seasoning Soy Sauce) 1.65kg,,
307694,Junior Stick-O Chocolate Wafer Stick 380g,,
381541,Edo Gummy Candy Lychee & Grape 120g,,
350389,EDO Soda Drink with sweetener - Lemon Flavour 250ml,,
350397,EDO Soda Drink with sweetener - Peach Flavour 250ml,,
380923,Edo Udon Noodle 3pc 3x200g,,
381533,Gummy Candy - Green Apple & Peach 120g,,
386516,"Taiwan Rice Cake - Sesame, Peanut, Taro 450g","Glutinous Rice Cake (Sesame, Peanut, Taro)",
372888,Garlic Chili 240g,,
332312,Ipoh Favourite Home Town Walnut  Cookies With Sliced Almond 240g,,
328237,Elisen Premium Whole Bean Paste 400g,Excellent for stir-fry with meat and seafood,
059105,Chinese Soup Mix - Ba Zhen Soup 128g,,
038786,Chinese Soup Mix - Hang Kuo Jun Fei Tang Soup 102g,,
038828,Chinese Soup Mix - Ning Shen Soup 105g,,
038844,Chinese Soup Mix - Soup Ingredients with American Ginseng Soup 102g,,
038810,Chinese Soup Mix - Superior Herbal Soup 80g,,
207324,Evergreen Pickled Leeks 185g,Ideal as a snack or appetizer.,
319418,100 Plus Isotonic Drink 325ml,"Optimum Hydration. Ana active lifestyle rewards your mind and body. Formulated to quickly quench your thirst, 100 plus replenishes the fluids, electrolytes and energy that you lose. Rehydrate, Re-energise and Refresh to keep your thirst for life going.",
373589,Spring Greens (Known as Crispy Chinese Seawed) 60g,,
278044,Brazil Coffee 280ml,"The Coffee of Coffees. I'll love you dear, I'll love you till China and Africa meet, and the river jumps over the mountain. And the salmon sings in the street. I'll love you till the ocean is folded and hung up to dry. And the seven stars go squawking like geese about in the sky.",
342493,Famous House Black Tea Drink 340ml,,
383034,Famous House Ching Poo Luong 370g,"An Oat Dessert with Beans, Rice and Seeds",
236406,Famous House Grass Jelly Drink 320g,,
327320,Famous House Guava Drink 340ml,All the sunny day juice supply to your daily need.,
278093,Famous House Melon Drink 340ml,,
383042,Famous House Mixed Oat Congee 370g,An Instant Oatmeal Soup with Seeds and Beans,
236430,Famous House Mung Bean Soup 320g,,
278069,Famous House Papaya Juice Drink 250ml,,
236414,Famous House Peanut Soup 320g,,
249821,Famous House Pearl Milk Tea 320g,,
258632,Famous House Red Beans and Lotus Seeds 320g,,
328872,Famous House Rice & Almond Drink 340ml,,
380014,Famous House Soy Bean Drink 340ml,,
354027,Yunnan Tuocha 150g,"The tea is drawn from the finest spring tea of Xiaguan, Yunnan processed meticulously in the traditional ways. It has a rich and mellow pleasant feel and aftertaste. It can be aged to exhibit a stronger earthly flavour. The tea is rich in catechins, various minerals and vitamins, and has the great antioxidant effect. It can  help to lower blood lipids and cholesterol, improve digestion and control weight.",
402420,Coconut Flavoured Peanuts 150g,"Farm Pack Brand peanuts are recognised for their excellent quality and value. We only select the best peanuts, roast them with natural flavour and freshly pack them for a truly enjoyable and flavoursome snack to be enjoyed anytime",
357616,Dried Peanuts 150g,"Farm Pack Brand peanuts are recognised for their excellent quality and value. We only select the best peanuts, roast them with natural flavour and freshly pack them for a truly enjoyable and flavoursome snack to be enjoyed anytime",
402438,Garlic Flavoured Peanuts 150g,"Farm Pack Brand peanuts are recognised for their excellent quality and value. We only select the best peanuts, roast them with natural flavour and freshly pack them for a truly enjoyable and flavoursome snack to be enjoyed anytime",
402412,Roasted Peanuts 150g,"Farm Pack Brand peanuts are recognised for their excellent quality and value. We only select the best peanuts, roast them with natural flavour and freshly pack them for a truly enjoyable and flavoursome snack to be enjoyed anytime",
056598,Ferns Hot Curry Paste 380g,"FERNS' has carried the rich heritage of fine foods for over 70 years. The classic taste of our pastes and pickles is sought after by gourmands across the world. FERNS' products are made from fresh ingredients, hand picked from our farms. Hence you get to experience superior quality and the perfect flavour. Try out our complete range of mouth watering Poppadums, Pickles, Pastes and Chutneys. ",
006486,Thai Ca Com Fish Sauce  750ml,Add a few drops to your soup or cooking for excellent taste.,
006361,Thai Ca Sac Fish Sauce 750ml,Add a few drops to your soup or cooking for excellent taste.,
031302,Thai Phu Quoc Fish Sauce 750ml,Add a few drops to your soup or cooking for excellent taste.,
188789,Flying Goose Sriracha Hot Chilli Sauce  730ml,"Sriracha Hot Chilli Sauce is made from sun ripen chilli, ready to use with roasted, cold meat, cutlet fish, egg roll and salad",
394080,Flying Goose Sriracha Hot Chilli Sauce 455ml,"Sriracha Hot Chilli Sauce is made from sun ripen chilli, ready to use with roasted, cold meat, cutlet fish, egg roll and salad",
394296,Flying Goose Sriracha Super Hot Chilli Sauce 455ml,,
135442,Flying Goose Sweet Chilli Sauce for chicken 725ml,,
364869,Foco Aloe Vera Drink with Honey 350ml,Chill and shake well for a better flavour,
385104,Foco Chrysanthemum Drink 350ml,Chill and shake well for a better flavour,
008575,Foco Coconut Juice with Pulp 350ml,Chill and shake well for a better flavour,
375980,Foco Coconut Water with Lychee 500ml,"In the tropics, coconut water is synonymous with heavenly water due to its ability to naturally hydrate and replace fluids and electrolytes lost through work, sport, fitness and other daily acitivites. Harvested from hand-picked young green coconuts, FOCO Coconut water is a natural isotonic beverage that will hydrate your body as you enjoy its refreshing, pure taste. Refuel with nature's heavenly drink, FOCO Coconut Water with lychee. 5 ESSENTIAL ELECTROLYTES: *Potassium - helps refresh and recover energy and strength *Sodium - balances water level in human body *Calcium - is essential in developing bones and teeth *Phosphorus - enhances energy storage and supports the absorption of Calcium *Magnesium - supports metabolism system",
375972,Foco Coconut Water with Mango 500ml,"In the tropics, coconut water is synonymous with heavenly water due to its ability to naturally hydrate and replace fluids and electrolytes lost through work, sport, fitness and other daily acitivites. Harvested from hand-picked young green coconuts, FOCO Coconut water is a natural isotonic beverage that will hydrate your body as you enjoy its refreshing, pure taste. Refuel with nature's heavenly drink, FOCO Coconut Water with mango. 5 ESSENTIAL ELECTROLYTES: *Potassium - helps refresh and recover energy and strength *Sodium - balances water level in human body *Calcium - is essential in developing bones and teeth *Phosphorus - enhances energy storage and supports the absorption of Calcium *Magnesium - supports metabolism system",
375964,Foco Coconut Water with Pineapple 500ml,"In the tropics, coconut water is synonymous with heavenly water due to its ability to naturally hydrate and replace fluids and electrolytes lost through work, sport, fitness and other daily acitivites. Harvested from hand-picked young green coconuts, FOCO Coconut water is a natural isotonic beverage that will hydrate your body as you enjoy its refreshing, pure taste. Refuel with nature's heavenly drink, FOCO Coconut Water with coconut. 5 ESSENTIAL ELECTROLYTES: *Potassium - helps refresh and recover energy and strength *Sodium - balances water level in human body *Calcium - is essential in developing bones and teeth *Phosphorus - enhances energy storage and supports the absorption of Calcium *Magnesium - supports metabolism system",
268052,Foco Guava Drink 350ml,Chill and shake well for a better flavour,
266940,Foco Mango Juice 350ml,Chill and shake well for a better flavour,
266932,Foco Passion Fruit Drink 350ml,Chill and shake well for a better flavour,
370494,Foco Pure Coconut Water  500ml,"In the tropics, coconut water is synonymous with heavenly water due to its ability to naturally hydrate and replace fluids and electrolytes lost through work, sport, fitness and other daily acitivites. Harvested from hand-picked young green coconuts, FOCO Coconut water is a natural isotonic beverage that will hydrate your body as you enjoy its refreshing, pure taste. Refuel with nature's heavenly drink, FOCO Coconut Water. 5 ESSENTIAL ELECTROLYTES: *Potassium - helps refresh and recover energy and strength *Sodium - balances water level in human body *Calcium - is essential in developing bones and teeth *Phosphorus - enhances energy storage and supports the absorption of Calcium *Magnesium - supports metabolism system",
268375,Foco Roasted Coconut Juice 350ml,Chill and shake well for a better flavour,
338327,Foco Sugar Cane Juice 350ml,Chill and shake well for a better flavour,
197228,Foco Tamarind Juice 350ml,Chill and shake well for a better flavour,
338566,Foco Thai Tea Drink 350ml,Chill and shake well for a better flavour,
005694,Cooked Rice Powder Glutinous 450g,"Cooked glutinous rice flour has the same stick, elastic texture as glutinous rice flour. It also has a very unique rice flour that glutinous rice flour does not have. This flour is used to make plates that do not require cooking, such as banana roll, ice moon cake's layer etc",
001727,Glutinous Rice Flour 450g,"Glutinous rice flour is sticky, and has an elastic texture after being cooked. It also has a sweet taste to it. This can make ""Put Chai Ko"" (Cantonese Rice Cake), ""Tong Yuen"" (Glutinous Rice Ball) etc.",
011098,Potato Flour 450g,"Potato flour is usually used in deep fried dishes or used as a thickening agent. It thickens soups or sauces. In Chinese dishes, potato flour is usually used in shark fin soup, sweet and sour pork, deep fried tofu, etc.",
001874,Rice Flour 450g,"Rice flour has a smooth texture after being cooked. Unlike glutinous rice flour, it is not sticky and chewy.  Rice flour is usually used in Chinese dishes such as rice noodle roll, Cantonese turnip cake, Chinese new year cake, etc",
004200,Wheat Starch 450g,"Wheat starch has an elastic, chewy texture. It is non sticky, this good for making dumpling skins. Once it is fully cooked, it is partially clear. Wheat starch is one of the key ingredients for one of the famous and popular dim sums, ""Ha Gau"" (shrimp dumpling) etc..",
286575,Fsg Instant Vegetable Sauce Bamboo Shoot 280g,,
286583,Fsg Instant Vegetable Sauce Fresh Fern 280g,,
286567,Fsg Instant Vegetable Sauce Mushroom 280g,,
390443,Fu Chi Bean Sauce 200g,,
106880,Fu Chi Bean Sauce 400g,,
390716,Fu Chi Chili Bamboo Shoots 180g,,
007252,Fu Chi Chili Bamboo Shoots 370g,,
390526,Fu Chi Chili Bean Sauce 200g,,
106898,Fu Chi Chili Bean Sauce 400g,,
106906,Fu Chi Chilli Sauce 400g,,
390724,Fu Chi Garlic Chili Sauce 200g,,
106914,Fu Chi Garlic Chili Sauce 400g,,
106930,Fu Chi Hot Turnip 400g,,
049965,Fu  Yuen Koo Pun Chiew (Herbal Tonic Wine) 630ml,Alcohol 50% Vol,
332973,Fudo Swiss Roll Pandan Flavour 6x18g,,
245746,Fukien Salted Cooking Wine 485ml,,
263962,Whole White Pepper 90g,,
342436,Assorted Flavours Mini Cream Wafer 272g,"- Peanut Flavoured Mini Cream Wafer
- Chocolate Flavoured Mini Cream Wafer
- Strawberry Flavoured Mini Cream Wafer",
252874,Cream Wafers Coconut Flavour 200g,,
252759,Cream Wafers Peanut Flavour 200g,,
252866,Cream Wafers Strawberry Flavour 200g,,
350611,Gala Crackers 250g,,
222075,Lucky Candy 350g,,
257287,Malkist Crackers 350g,,
294942,Malkist Crackers Tray 324g,Soda crackers coated with caramelised sugar,
314500,Original Saltine Crackers 200g,,
394452,Pop-Pan Curry Crackers 200g,,
000976,Pop-Pan Sesame Crackers 225g,,
394478,Pop-Pan Spring Onion Crackers 200g,,
314492,Sesame Saltine Crackers 210g,,
350520,Sisisic Assorted Tray Pack 394g,"- Cream Sandwich Biscuit
- Cheese Sandwich Biscuit
- Lemon Flavour Sandwich Biscuit

- peanut Sandwich Biscuit
- Chocolate Sandwich Biscuit",
016485,Wafers Strawberry Flavour 700g,,
320986,Garden Queen Concentrate Cooking Tamarind 454g,"Quality Tamarind Concentrate for instant use, The natural flavour for cooking, For refreshing drink hot or cold, add water, sugar, ice.",
380782,Wheat Cracker BBQ Cube 80g,,
380816,Wheat Cracker Mexican Spicy 80g,,
380808,Wheat Cracker Original Ramen 80g,,
380790,Wheat Cracker Seaweed Flavour 80g,,
380824,Wheat Cracker Soy Sauce Ramen 80g,,
390583,GGM Damizle Honey Red Date Tea 580g,,
390518,GGM Damizle Ten Cereal Mix Powder Tea 12x28g,,
390658,"GGM Damizle Walnut, Almond, Adlay Tea 15x20g",,
389973,GGM Gaya Aloe Vera Drink 1.5L,"""Enjoy Korea's best selling ready-to-drink Aloe Vera Drink! Where great taste and goodness 'naturally' come together. Enjoy Aloe Vera as part of a healthy lifestyle.""",
389965,GGM Gaya Aloe Vera Drink 500ml,"""Enjoy Korea's best selling ready-to-drink Aloe Vera Drink! Where great taste and goodness 'naturally' come together. Enjoy Aloe Vera as part of a healthy lifestyle.""",
396200,GGM Korean Red Power Premium (Red Ginseng Drink) 240ml,,
390591,Honey Citron Tea 580g,,
390450,Honey Ginger Tea 580g,,
390922,Korean Red Ginseng Candy 550g,Korean red ginseng candy is made of red ginseng as its main raw material and people of all ages and both male or female will be able to enjoy its taste.,
390575,Korean Red Ginseng Drink Premium 120ml,,
390666,Korean Red Ginseng Tea 50x3g,,
390435,Korean Red Ginseng Tonic 10x10ml,"The product is  made of Korean red ginseng extract, Linhzhi mushroom extract, vitamin-c and etc. 10x10ml ",
380501,Traditional Milk Tea 180g,"""THE FIRST NAME IN PENANG TRADITIONAL TEA"" Century old richness and a trusted household brand from yesteryears till today, Ghee Hiang herals over a 155-year old trasdition of freshly baked biscuits, coffee, tea and pure sesame oil.",
228197,Gina Mango Nectar Juice 240ml,"No artificial flavour, added colouring or preservatives . 

Shake can before opening, serve cold. 
",
048199,Tempura Flour 150g,Tempura Flour,
399469,Chopsticks China Dragon and Phoenix 10pairs,Dishwasher safe colour fading resistant,
133074,Instant Cereal 3in1 20x30g,,
078253,Instant Ginger Drink 10x18g,"Instant Ginger Drink is made using top grade ginger and honey to give a refreshing feeling when consumed. Modern and hygienic manufacturing techniques are used to preserve the natural taste, goodness and fragrance. It is an ideal drink for everyone. ",
080838,Instant Ginger Drink 20x18g,"Instant Ginger Drink is made using top grade ginger and honey to give a refreshing feeling when consumed. Modern and hygienic manufacturing techniques are used to preserve the natural taste, goodness and fragrance. It is an ideal drink for everyone. ",
250621,Golden Bee Chrysanthemum Honey 500ml,,
231837,Golden Bee Kumquat Honey 500g,"Directions: 3 spoonsful to 1 mug (large), Store in a cool dry place at room temperature.",
330290,China Green Tea 225g,"A specially selected of buds and young leaves of tea prepared with traditional sanitary method, and giving the most fragrant flavour when cooked. An excellent drink guaranteed. Direction: Put about 8g of tea in a teapot with boiling water (100 degrees celcius) for 2 minutes before serving",
330274,Chrysanthemum Pu-Erh Tea 150g,"A specially selected of buds and young leaves of tea prepared with traditional sanitary method, and giving the most fragrant flavour when cooked. An excellent drink guaranteed. Direction: Put about 8g of tea in a teapot with boiling water (100 degrees celcius) for 2 minutes before serving",
393935,Jasmine Tea 180g,"A specially selected of buds and young leaves of tea prepared with traditional sanitary method, and giving the most fragrant flavour when cooked. An excellent drink guaranteed. Direction: Put about 8g of tea in a teapot with boiling water (100 degrees celcius) for 2 minutes before serving",
330308,Lung Ching China Green Tea 150g,"A specially selected of buds and young leaves of tea prepared with traditional sanitary method, and giving the most fragrant flavour when cooked. An excellent drink guaranteed. Direction: Put about 8g of tea in a teapot with boiling water (100 degrees celcius) for 2 minutes before serving",
330399,Sow Mee China White Tea 95g,"A specially selected of buds and young leaves of tea prepared with traditional sanitary method, and giving the most fragrant flavour when cooked. An excellent drink guaranteed. Direction: Put about 8g of tea in a teapot with boiling water (100 degrees celcius) for 2 minutes before serving",
330316,Tikuanyin China Oolong Tea 150g,"A specially selected of buds and young leaves of tea prepared with traditional sanitary method, and giving the most fragrant flavour when cooked. An excellent drink guaranteed. Direction: Put about 8g of tea in a teapot with boiling water (100 degrees celcius) for 2 minutes before serving",
383968,White Tea 75g,"A specially selected of buds and young leaves of tea prepared with traditional sanitary method, and giving the most fragrant flavour when cooked. An excellent drink guaranteed. Direction: Put about 8g of tea in a teapot with boiling water (100 degrees celcius) for 2 minutes before serving",
330282,Yunna Black Tea 150g,"A specially selected of buds and young leaves of tea prepared with traditional sanitary method, and giving the most fragrant flavour when cooked. An excellent drink guaranteed. Direction: Put about 8g of tea in a teapot with boiling water (100 degrees celcius) for 2 minutes before serving",
410928,Dried Red Pepper 113g,,
311415,Red Pepper Powder 227g,,
374058,Golden Mountain Seasoning Sauce 600ml,Instantly improves the flavour of Thai-Chinese and Continental foods,
252007,Dehydrated Garlic Flakes 1kg,,
264093,Dehydrated Garlic Granules 1kg,,
348714,Golden Swan Bamboo Shoots Slices in water 2.95kg,"Bamboo Shoots have a crunchy texture with a subtle flavour all of their own. Ideal for stir frying with meat, poultry and fish along with other oriental vegetables.",
348722,Golden Swan Bamboo Shoots Slices in water 227g,"Bamboo Shoots have a crunchy texture with a subtle flavour all of their own. Ideal for stir frying with meat, poultry and fish along with other oriental vegetables.",
334458,Golden Swan Blended Sesame Oil 2L,"Blended Sesame oil is made from the best quality of sesame oil, and blended with soya bean oil for a milder flavour and lighter colour. Blended sesame oil is used as an excellent, all purpose seasoning, in Chinese as well as Japanese cooking. Sprinkle a little over salads, marinades or stir-fries, to get a delightful aroma and flavour.",
334441,Golden Swan Blended Sesame Oil 650ml,"Blended Sesame oil is made from the best quality of sesame oil, and blended with soya bean oil for a milder flavour and lighter colour. Blended sesame oil is used as an excellent, all purpose seasoning, in Chinese as well as Japanese cooking. Sprinkle a little over salads, marinades or stir-fries, to get a delightful aroma and flavour.",
309476,Golden Swan Chiu Chow Chilli Oil 110g,Golden Swan Chiu Chow Chilli Oil is ideal for dipping and stir frying. It can also be used to enhance the flavour of noodles and pasta.,
282293,Golden Swan Pineaple Pieces in light syrup 3kg,,
282301,Golden Swan Pineaple Pieces in light syrup 850g,"Pineapple is used in desserts, salads, as a complement to meat dishes and in a fruit cocktail.",
348748,Golden Swan Straw Mushroom halves in salted water 425g,"Straw mushrooms have a mild flavour, great for Thai and Chinese dishes. Straw mushrooms are so hearty that they can be a good substitute for meat in vegetarian dishes.",
348755,Golden Swan Water Chesnuts Whole in Water 227g,"Water chesnuts are normally added to stir-fries, stuffing's, and dumpling fillings for extra texture and a sweet flavour.",
355701,Gold-Plum Chinkiang Vinegar 550ml,,
377150,Assorted Vegetable Mix 200g,,
021519,TIANJIN Green Beans Potato Starch Sheet 250g,"""Tientsin Greenbeans Potatoes Starch Sheet"" is an excellent food refinedly prepared in the traditional method, with green beans, potatoes as the materia. Soaking it in boiling water for about half an hout, cutting it into any required shape, adding in various kinds of vegetables, meat and condiments, you will have it ready to serve the table, a delicacy  served in cold state otr hot. ",
246496,Green Dragon Thai Jasmine Rice 2kg,,
003475,Plain Flour 1.5kg,Green Dragon is the brand leader in the Chinese catering sector.,
008714,Self Raising Flour 1.5kg,Green Dragon is the brand leader in the Chinese catering sector.,
397612,Wanjia Organic Soy Sauce 500ml,,
247718,Bing Quan Ladies' Soybean Drink 400g,,
319384,Self Raising Flour 1.5kg,,
352195,Suka Pinakurat 250ml,"Spiced Natural Coconut Vinegar (Sawsawan Ng Bayan). Try it with lechon, barbecue, broiled, grilled and roasted meat, fish and seafood.",
052928,Dried Preserved Plum 55g,,
011577,Fried Dough 80g,,
376129,Habhal Kicap Manis Salty Soy Sauce 645ml,,
375691,Habhal Kicap Manis Sweet Soy Sauce 645ml,,
221630,Aga Agar 40g,A vegatarian alternative to gelatine.,
310409,HZL Roasted Seaweed Laver 50g,,
230268,Premium Sweet Rice 2.27kg,"This bag has miscroscopic holes, to let the rice breathe. It is not waterproof. Please do not place on wet surfaces.",
105841,Instant Aka Miso Soup (Soybean Paste Soup red) 30g,,
105825,Instant Shiro Miso Soup (Soybean Paste Soup white) 30g,,
105833,Instant Tofu Miso Soup (Soybean Paste Soup with Tofu) 30g,,
351817,"10"" Bamboo Brush",,
335893,Clay Pot With Flower 14cm,"Pot: 5.95"" (15.1cm) length, 5.2"" (13.2cm) width, 1.35"" (3.3cm) height. Lid: 4.45"" (11.3cm) width/diameter, 1.5"" (3.0cm) height. Entire pot: 2.5"" (6.3cm) height",
306563,"Hancock Iron Wok Stand 10""",3.5cm deep,
233668,Hancock Melamine Chopsticks Red 10pairs,,
319988,Hancock Melamine Chopsticks White 10pairs,,
340281,Stainless Steel Chopsticks,5 pairs,
344457,"Stainless Steel Steamer Rack 5""x1"" Short Leg",12cm diameter,
344473,"Stainless Steel Steamer Rack 6""x1"" Short Leg",15cm diameter,
285817,"Wired Wok Stand 10x2.25""",5cm deep,
333625,Hot Wasabi Peas 140g,,
333633,Hot Wasabi Peas 280g,,
310011,Mixed Crackers 170g,,
310003,Mixed Crackers 85g,,
371211,Fried Garlic 140g,,
137372,Healthy Boy Oyster Flavoured Soya Bean Sauce 700ml,"Simply add a few drops to cook or serve as sauce, it will enhance the flavour of chicken, fish, shrimp, crab, meats, soup gravies and all vegetables.",
127985,Healthy Boy Sriracha Chilli Sauce  700ml,"Made from chillies, salt, and sugar in the modern and hygienic process, simply add a few drops to all dishes to improve the flavour of food.",
372391,Healthy Boy Stir Fry Seasoning Sauce 700ml,Made from selected molasses in the good process.  Simple add a few drops to all dishes to improve instantly the flavour of good foods.,
308171,Healthy Boy Sweet & Sour Plum Sauce 300ml,"Seasoning for: crab roll, fried spring roll, shrimp tempura, vegetable tempura, etc.",
137364,Healthy Boy Sweet & Sour Plum Sauce 700ml,"Seasoning for: crab roll, fried spring roll, shrimp tempura, vegetable tempura, etc.",
127936,Healthy Boy Sweet Chilli Sauce 700ml,,
137364,Healthy Boy Sweet Soya Sauce 700ml,"Made from selected soya beans, salt and sugar in a good process, simply add a few drops to all dishes to improve instantly the flavour of good foods.",
161703,Healthy Boy Thin Soy Sauce 700ml,"Made from selected soy beans, salt and sugar in the hygienic process.  Simply add a few drops to all dishes to improve instantly the flavour of good foods.",
011692,Heaven Temple Grass Jelly  540g,"Directions: Grass jelly was traditionally served with sugar syrup in China. It is often served as a dessert mixed with other ingredients such as non-sweetened evaporated milk, mango, sago, watermelon, cantaloupe.",
022087,Lea & Perrins Worcester Sauce 4L,"Since 1837, we have been making our famous sauce with an expert blend of ingredients that take a full 18 months to mature to give us that unique full flavour that bring food alive! So, when you're cooking why not try? Pouring some into your chilli con carne, mixing it into your stews or casseroles, adding some into your stir fry.",
389981,Hikari Minute Miso 283g,,
384073,Hikari Miso Enjuku Tofu Miso Soup 145.6g,,
363671,Hikari Miso Enjuku Wakame Seaweed Miso Soup 151.2g,"All natural, no MSG added, no GMO Soybeans, 8 servings.",
057745,Hime Inarizushi No Moto (Seasoned Fried Bean Curd) 284g,,
384503,Abalone Mushroom 130g,,
384511,Coprinus Comatus Slice 130g,,
384495,King Oyster Mushroom Slice 130g,,
342782,Hinode Hon Mirin (Sweet Alcohol Seasoning) 1L,,
342774,Hinode Hon Mirin (Sweet Alcohol Seasoning) 600ml,,
326116,Boiled Sunflower Seeds 305g,Remove the shell and ready to eat,
326124,Green Tea Sunflower Seeds 265g,Remove the shell and ready to eat,
010363,Chinese Herbal Tea 60g,,
046433,White Flower Embrocation 10ml,"For the temporary relief opf headache, blocked nose, muscular aches and pains due to colds and influenza. To soothe and relieve itching, irritation due to insect/mosquito bites. Sahek well before use.",
328500,Lotus Paste Cake (Piggy Shape) 150g,,
328047,Mung Bean Paste Mooncake 750g,,
328039,Red Bean Paste Mooncake 750g,,
401976,White Lotus Paste Mooncake with 2 Yolk 750g 750g,,
000455,Prawn Crackers 227g,"Made from fresh premium prawn extract, superior starch, refined salt and sugar. Hong Mei Prawn Crackers are renowned for their unique flavour and crispness. Suitable for use in restaurants or as a family snack",
